municipio,juros,salarios,terras,transporte
Porangaba,"1%a 2""","SAL.ARIOS - Trabalhador rural, 1$000 a 1$500 diarios; carpinteiro, de 3$000 a 4$000 por dia; lavadeira, 1oo réis por duas pecas de roupi. Nao ha administradores nem escrivaes de fazenda.","Qualidades- O sólo é quasi todo plano, raramente pantanoso c muito pouco pedregoso. Quasi todas as terras do municipio sao regulares, havendo algumas böas e inferiores. Ha grande numero de terrenos arenosos e alguns argillosos e nistturados. A vegetacao é representada na maior parte por carrascaes,muitos campos e algumas capoeiras; nao ha nattas nem cerrados. Precos-Um hectare de terra ba custa de 60$000 a80$000,mais ounenos.","Cada litro de cereal paga por una legua dc transporte quatro a cinco réis, transporte que é todo feito por tropas."
Porteiras,A taxa é de1/a2ao mez.,".--Trabalhador rural ganha de 6oo réis a 1$000 diarios; nao ha administradores nen escrivaes de fazenda; um vaqueiro ganha 2o"" das cr'as do gado de que toma conta; carpinteiro, 3$000 diarios; lavadeira, 3$000 mensaes: cozinheira, 3$000 mensaes. Os contractos sao cumpridos e os salarios pagos.","Qualidades-Em sua maioria boas e misturadas, montanhosas e secca, existem algumas regulares e argillosas c poucas inferiores e arenosas. A vegetacao é representada por muitas capoeiras. algumas mattas virgens,' cerrados, carrascaes e poucos campos. Precos -- Uma braca de terra boa, cou uma legua de fundo, custa de 200$000 a 300$000, approximadamente.","Pagan de transporte para Brejo dos Santos, n'una distancia de 15 kilometros, 30o réis por 22 kilos. Para o mercado local pagam 1$000 por carga de cereaes n'uma distancia maxima de 20 kilometros."
Quixadá,Não ha prestamistas.,"Uma cozinheira ganha, de 10$000 a 12$000 mensaes ; as lavadeiras cobram por peqas; um carpinteiro ganha 4$000 diarios; adminis- tradores e esctivaes de fazenda, n&o ha; o salario diario do trabalhadar rural, seja colono ou cauarada € de 1$000 (com alimentacao). Os salarios sao pagos e os contractos cumpridos:","Qualidades - Predominam no municipio as terras boas e regulares. Geralmente sao nisturadas e planas,existindo algunas montanlosas e pedregosas. A vegetacao é representada por capociras, campos. e abundantes catingas. Nao existem mattas virgeus,cerrados c carrascacs (vide nota). Precos - Um hectare de terra boa, varia. entrc 30$000 c 50$00n.","Os precos dos transportes variam,conformc a distancia.cntro 20 e 30 reis. Na Estrada de Ferro, para Fortaleza, pagam por kila : couros e pelles, 33 réis; algodao, 43 reis; borracha, 33 reis; qucijus, cereaes, capim secco, caroco de algcdlao, 21 reis. ( transporte r tropas, regula o kilo, 3o réis, por distancia de seis a aito kguas."
Quixará,Um a um e meio por cento.Emuito raro tirarem dinheiro a juro.,"O trabalhador rural ganha de 50o a 1$000 diarios; lavadeira ganha 2$000 mensaes para lavar para uma pessoa; carpinteiro, 3$000 por.dia. Nao ha administradores nem escrivaes de fazenda. Os salarios sao pagos e os contractos cumpridos.","Qualidades -- Mais da metade das terras do muicipio sao regulares ; uma quarta parte boa e o resto.inferiores. Dentre cllas muitas sao argillosas, outras misturadas e algumas arenosas. O sólo é quasi todo montanioso, muito pedregoso, secco em alguns logares e pan- tanoso em outros. A vegetacao é representada por carrascacs e ca- poeiras; ha tambem algumas nattas virgens. Precos -- Um hectare de terra boa custa 40$000 a 50$000, mais ou nei1os..","Cada litro de cereal paga de transporte por legua dois a tre reis, transporte que é todo feito por neio de tropas."
Quixeramobim,Nao ha taxa fixa.,"Trabalhador rural, de 1$000 a 1$500 diarios, sendo cste ultimo preco a secco; administradores c escrivaes de fazenda nao ha; existem vaqueiros que servem de adnministradores, nas fazendas de criar,percebendo para esse fim,uns,a produccao leite c manteiga) dos tres priineiros mezes do inverno, outros, aindla 2$000 por cada rez que retiram do campo, e ainda outros, além dos productos acima citados, uma cria de cada cinco crias. Carpinteiro,de 3$000 a 3$500 diarios; cozinheira, dle 10$000 a 12$000mensaes;lavadeira cobrade 2o a 4o reis por peca alavar Os coutractos sao cumpridos e os salarios pagos.","Qualidades - O municipio possue terras boas, regularcs, inferiores, argillosas, arenosas e misturadas, sendo porém em sua maior parte, boas e argillosas,Predominam as terras pedregosas c nontanhosas. A vegetacao é representada na maior parte por capoeiras,cerradlos e campos, existindo poucos carrascaes e raras nattas virgeus. Precos-Um terreno de uma braca de frente por meia legua dc fundo custa de 1$000 a 3$000 no maxino. NOIA A madeira é muito escassa neste municipio e convém lembrar quc a cstrada de ferro de Baturité gasta por anno milhares e nilhares de nctros cubicos de lenha tirada dos municipios por onde passa devastando assin as mattas e cerrados como succede conm este. Que extensao cnorne, ccberta de arvores pequcnas e grandes,nao tem sido desnudada,para alimentar com a sua lenha,as fornalhas da ferro-via Baturite, da qual os agricultores.e criadores ueixan-sc taulem por causa da nao pequena quantidade de rezes mortas pelos trens! Bastava, dizem elles, quea ferro-via carcasse o leitc da sua linha para evitar a nnorte ou damnificacao de tanto gado. exportadas em grandes quantidades, custando cada pelle 2$000, o que é bom evarzeas. a produccao de 2.4oo kilos de queijo e 25o garrafas de manteiga, informou o mesmo Sr._Agostinlo. Nesta produccao nao esta incluido o que pertence ao vaqueiro. O systema. de aaqueiricc usado neste municipio é este: durante os tres primeiros mczes do inverno, Janeiro, Fevereiro e Marco, tudo o quc as vaccas produzen pertence ao vaqueiro, mas depois desses tres mezes, tudo pertence ao dono. Atéu disso, ha a partilha dos bezerros produzidos durantc o anno, conmonos outrosnuiicipios criadores. Esta propriedade tem um grande acude. Nas terras da fazenda Recreio esta o logar onde a Commissao de Obras Contra a Secca, projecta a construccao do grande acude de Quixeranobim, o qual com o canal que vae ajudar a encher o acude do Quixada, esta orcado em cerea de nove mil contos. dizen. Pertence ao municipio a fazenda da Viuva Raymtndo Porto & Filho, uma das melhores do Estado, com cerca de quatro leguas quadradas, explorando gado e possuindo un grande acude de pedra e cal quc custou 18o contos, alén de outro tambem de alvenaria e diversos nenores. A fazenda tem grandes ärcas irrigaveis e proprias para culturas diversas, 3o hectares sao explorados con varias culturas. Dizem que a agua de reserva do grande acude póde irrigar 5.000 hectares. Ha tm deposito de bons instrunentos agricolas: arados, grades, semea dores, etc. A criacaio da fazenda é de cerca de I.ooo cabecas de gado bovino, alem de cavallar,nuar e asinino. A escripta da fazenda e bem feita.Ha tma pequena bibliotheca de cerca de 20o volumes de obras diversas, sobre agricultura. Neste municipio tambem sao usados,como em todo o sertao ceareuse,os ramos de joazeiro cono forragem, no tempo da secca-fiagello,e assim tambem e o chique-chique e o mandacart; o joazeiro,cuja cinza serve para fazer decoadas para fabricar sabao, é planta essencialmente resistente,pois, quanto mais a secca flagella o. Estado, seccando os rios c os campos, mais.verde ella fica, cobrindo-se de novas folhas, ccano desafiando a devastacao que rodeia o verde constante das suas ramas, protegendo a esfomeada criacao do sertanejo.",
Redempção,A taxa€de um a um e mcio por cento ao mcz.,"Trabalhador rural, 1$500 diarios; nao ha administradorcs ncm escrivaes de fazenda; carpinteiro, 3$000 diarios; cozinlieira, 5$000 mensaes; as lavadeiras cobram 2o réis por peca.","Qualidades - Ha terras boas, regulares c inferiores; argillosas, arenosas e misturadas. A naior parte das terras sao planas, algu- mas sao pedregosas.A vegetacao é represcntadapor poucas mattas virgens, muitas capoeiras, cerrados,carrascacs c campos nas mar- gens do rio Chor6. Precos - Um hectare de terra boa custa, 250$00, mais ou menos. TRASPORTES - O transporte para o mercado local,feito por animacs, custa sete réis o litro; o transporte ferro-viario custa 1o r&is por kilo; feito por tropas ou carros, 2o réis dentro do municipio.",
Riacho do Sangue,N&oha emprestinos.,"SYSTEMA de trabalho do pessoal agricola - A salario, diario, mensal, etc. un carpinteiro ganha 2$000 diar.os, co:n alimcntacao; nao ha contractos cunpridos.","Qualidades---Sao boas as terras situadas nas proximidades d.s occupam pequena area. do mttmicipio, c inferiorcs as dos taholciros. No geral sao argillosas. pedregosas e planas. Nao ha mattas virgens. mas algumas capceiras, cerrados e carrascaes, sendo a quasi totalidade daarea occupadapor capes. Precos-Umabraca dc frente por uma legua defundo,custa e 5co r€isa 1$000.",Pagam 3 r&is por kilo dc qualquer mercadoria e por legua (de_2.400 bracas).
Russas,A taxa €de 2% ao mez.,"Trabalhador rural,2$000 diarios;nao ha administradores nem escrivaes de fazenda; cozinheiro, 10$000; lavadeiras sao pagas a razao de 2o.réis por duas pecas. Os salarios sao pagos e os con-",,
Saboeiro,"O juro que os agricultores pagam aos prestamistas, é em gcral de 2% ao mez.",SYSTEMA de trabalho do pessoal agricola-- Salario diario. nem escrivaes le fazenda. E difficil encontrar carpinteiros ou cozinheiros no municipio. Os salarios sao pagos e os contractos cumpridos.,"Qualidades --O s6lo em geral, é argilloso e pedregoso; plano nos baixios; montanhoso nas serras do Flamengo,da Estrella. dos Bastioes, das Porteiras, do Mucambinho, da Preguica, do Cangati, etc.Nao ha pantanos. Sao regulares as terras das serras do Flamengo, Estrella, Penha e Mucambinho, e boas as terras dos baixios,das margens dos rios e riachos quc constituem as melhores do municipio, que no geral sao arenosas e misturadas. A vegetacao é representada em grande parte por capoeiras, carrascaes e campos. Nao ha mattas virgens. Precos--No municipio nao se costuna vender hectares de terra, mas terrenos,tendo uma braca de frente por meia legua de fundo. Entre os melhores terrenos destacam-se os das margens do rio Jaguaribe ; estes sao vendidos a razao de 5$000 cada braca de frente.","Una carga de 1oo kilos paga 5$000 para ser levada a estacao de Affouso Penna,na estrada de ferro Baturite."
Sant'Anna,"A taxa dc I e 2"" ao mez. S6.os commerciantes,fazem transa ccoes de juros.","O trabalhador rural ganha por dia, de 50o a 6oo réis iivres. lavadeiras cobran 20 reis por peca e as redesa 30o c4oo réis cada uma; um carpinteiro ganha 2$000 diarios, livres, ou 3$000, a secco. Adninistradores e escrivaes de fazenda uao ha. Os salarios sao pagos e os contractos ctumpridos.","Qualidadaes-Ha terras boas nos muitos baixios de rios e riachos e tambem nos logares que fican logo abaixo do acude do Acaraha. que os banha, c podendo irrigal-as nas occasies proprias. Ha tamben terras regulares e inferiores. Na maior parte sao argillosas, das quaes sao regulares umas e inferiores outras; arenosas só nas margens do Acarahu. No geral, planas. A vegetacao & representada por muitos campos, carrascaes capoeiras,cerrados e mattas virgens nao ha. Precos -- Uma braca de frente, por meia legua de fundo, custa 5$000, mais.0u menos.","Ao nercado localpaganm de transporte,tres a quatro reis por litro epor legua;pelo transporte feito por tropas ou carro de bois, pagam tres a cinco réis por litro e por legua."
Sant'Anna do Cariry,"A taxa de1oa12,ao anno.",,"AGRICULTORES-Condices economicas, regulares. apenas pagam ao Estado o dizimo sobre a criacao. c os criadores, das molestias na criacao. Estrangeiros -- Nao ha. AGUAS superficiaes -Rio Carijü, e riaclios: Brejo Grande, Motta, Latao e da Cobra,todos temporarios. ARVORES fructiferas Laranjeiras, mangueiras, ateiras, bananeiras, cajueiros, etc., sendo laranjas, mangas e atas, as imelhores fructas. ALIMENTACAO da populacaoAlimenta-se regularmente, de carne, cereaes, etc ALIMENTAQAO da populacao-Alimenta-se reguiarmente, de carne, cereaes, etc. CAMPOS e pastos-Nos pastos capim mimoso c agreste: Nao ha campos hervados. CULTURAS --Canna de assucar, maniccba, mandioca, fumo, cereaes, algodao, etc.,sendo mais importante a da canna de assucar. COLHEITAS-A canna é transformada em rapaduras, c a mandioca em farinha. Nao ha dados sobre as colheitas. CEREAES,etc.-O custo de produccao,émilho,1o a 15 réis o litro; feijao, 20 a 25 réis, e arroz, de 15 a 30 réis. Os precos de venda sao: nilho, 40 a &oreisfeijao,8oa120 reisarrcz,r00a150réis olitro. Sao compradores os mercados do Crato, Fortaleza c sertao de Pernambuco.Ha feiras aos domingos. CANNA de assucar--Seus productos-O kilo de assucar custa de 7oo reis a 1$000; rapadura, de 400 grammas, 240 réis; o litro de aguardente, de 500 a 700 réis. COOPERATIVAS--Nao ha. CALOR e frio -- O calcr comeca em Agosto e o tempo fresco em Maio. CHUVAS-Em Janeiro eFevereiro. CONDICOES de saude da populacao --- Forte e corada. CONTABILIDADE-Nao ha. CRIACAO do municipio --Eovideos, equideos, ovideos e suideos, sendo as duas primeiras as mais importantes. De bovideos--Communs. De cquideos .--- Communs. De ovideos --Communs. De suideos-Conmuns. Productcs -Carne, couro, crias, queijo, manteiga, etc., sendo carne, couros e crias; os mais procurados. de carga, de 100$000 a 150$000; burro de sclla, de 200$000 a 500$000; de carga, de 150$000 a 300$000; nao ha animal de arado; boi carreiro, de 60$000 a 100$000; de c6rte, de 50$000 a 120$000; touro, de 40$000 a 70$000; vacca leiteira, produzindo, em média, de um a quatra litros de leite, diarios, de 80$000 a 150$000; litro de leite, dc 6o a I50 réis. Carnes e toucinho -O kilo de carne de vacca custa 6oo réis a 1$000; de porco, de 5oo a 8oo r&is; de carneiro, de 6oo a goo réis; de toucinho,de Soo réis a.1$000. Manteiga e queijo--Uma garrafa de manteiga custa de 6oo réis a 1$000; o kilo de queijo de coalho, 1$000; de queijo de manteiga, de1$500 a 2$000. Aves - Uma gallinha custa de 50o réis a 1$000 e uma duzia de ovos, de 200 a 400 réis. Molestias-Mal dos chifres, mal triste e febre aphtosa; sem serem combatidas. mai dos chifres é o mesmo mal triste,localisado, prindipalmente,nos chifres. CUSTO dos tecidos - O metro de tecido nacional custa de 30o réis a 1$500. ESTRADAS e pontes --Ha estradas de rodagen mal conservadas e as vezes, intransitaveis no. tempo de chuva. Nao ha pontes. EXPORTACAO c importacao -- Exporta : couros, algodao, rapaduras, bsrracha de manicoba, cereaes e farinha de mandioca. Inporta : ferragens, fazendas, bebidas, sal, kerozene, assucar. café e funo. EsCOLAS-Ha duas,estadoaes,para ambos os sexos e uma nocturna. FABRICAS--Naoha. FARINHA de mandioca e feijao--O litrc de farinha de mandioca ou feijao custa de &o a 18o réis. HYPOTHECAS--Hapoucas. HABITACOES-Salubres,em geral. INSTRUMENTOS agricolas - Enxadas, foices, machados, etc. JUROS-A taxa de1oa12,aoanno. MADEIRA$ de lci - Cedro, pao d'arco, pao branco, aroeira, angico, etc. MINA$ - Dizem haver, sem especificar, ua serra de Araripc. MOLESTIAS da populacao --Communs. E pragas das plantas cultivadas -- Formigas cortadeiras e lagartas nos cereaes e algodao, sem serem combatidas. NUCLEOScoloniaes--Nao ha. OPEROSIDADE da populacao - Ha poucos desoccupados. PADROES de terras boas-Cedro, pao d'arco, pao braico, mufumbo, marizeira, cumarü, etc. De terras inferiores - Marmeleiro, cnmburana de espinho, jurema, etc. PORTOS-Naoha. SEMENTES-Nao fazem escclha. Comecam a semear depois das primeiras chuvas. SEMEADUR--Efeita a mao,em covas,alinhadas. empreitadas c meacao nas ccihetas de barracha. contractos cumpridos. seccas. havendo tambem, em menor numero, regulares, argiliosas. planas e pedregosas. A vegetacao é representada por algumas mattas, nuitas capoe'ras e alguns cerrados e campos. Prccos - Uu hectare custa, de 25$000 a 50$000, nais ou menos..","Um litro de cereal paga 4 reis, por legua."
Santa Quiteria,Nao 1a enprestimos.,"SYSTEMA de trabalho do pessoal agricola-$a1a110s diarios, mensaes e contractos. regularmente e cunmpridos os contractos.","Qualidades-As terras sao boas nas serras c nas margens dos montanhosas, sao poucas; em geral. sao pedregosas. A vegetacao é representada por poucas capoeiras, cerrados e grande quantidade de carrascaes.Ha muitopouco campo. Precos -- Um hectare de terra boa custa 20$000, mais ou menos.",Um litro de cereal paga 3o réis de transporte.
S. Benedicto,A taxacommum édc18aoauno.,"Trabalhador rural, Soo réis diarios; carpinteiro, 2$000 diarios; cczinheiros, nao ha; lavadeiras.cobram Io réis por peca; administradores e escrivaes de fazenda nao ha. serra e no sertao; inferiores, en grande quantidade, sobretudo, nos carrascaes. Sao argillosas em grande parte, na serra da Ibiapaba, nas suas quebradas e no alto, bem como no sertao; sao arenosas aa pé da serra do lado do Piauhy e no sertao; no geral sao misturadas, principalmente en cina da serra. Sao mais montanhosas do que planas. Ha muitas capoeiras c carrascaes e pcucas mattas virgens, cerrados e caimpos.","Precos - Um hectare de terra boa custa 200$000, mais ou menos, havendo ao lado deste, precos bem inferiores.","TRANSPOR'TES -Ao mercado local pagam 6 r&is, por litro dc cercal. Para Sobral e Ipu, en cargas, pagam 25 réis por litro, ou kilc, de ccreaes."
S. Francisco de Uruburetama,,,"AGRICULTORES-Condicoes cconomicas, regulares. 200 réis. e chuvas; os criadores,da falta de chuvas. Estrangeiros -- Nao ha. AGUAS superficiaes-Rios Caxitoré e Curü; riachos: S. Francisco, Mari- tacaca, Pedra Preta, Forquilha e outros; nao sao pernaientes, assin como as lagoas existentes. ARVORES fructiferas - Laranjeiras, abacateiros, abacaxizeiros, bananeiras e pinheiras, sendo as laranjas, abacates c abacaxis as melhores fructas. ALIMENTACAO da populacao -Alimenta-se regularmente de carne, farinha de mandioca e cereaes. CAMPOS e pastos- Ha. campos naturaes, constituidos principalmente por capin minoso e panasco. Ha poucos campos hervados. Nao ha prados. CULTURAS-Cultivam manicoba, algodao, arroz, milho, feijao, café, canna e mandioca, sendo as culturas de algodao e manicoba as mais importantes. COLHEITAS-- As colheitas de cereaes e café sao beneficiadas e assim vendidas As colheitas de cereaes em 1gog e 1g1o nao poden ser calculadas por falta de dados precisos. A safra de café em Igio foi muito pequena. CEREAES. etc.-O custo de produccao de um litro de cereal é: milho, 19 reis e arroz, G2 réis, sendo os precos de venda : milho, 5o réis o litro e arroz,Ioo réis.E' mercado comprador o local.Ha.feiras aos dlomingos. CANNA de assucar-Seus productos -. O kilo de assucar branco custa 6oo réis; mascavo, 4oo réis; uma rapadura de goo grammas, 600 réis; um litro de aguardente, 500 réis. COOPERATIVAS-Naoha. CALOR e frio - Q calor comeca em Julho e o tempo fresco em Janeiro. CHUVAS--Comecan em Janeiro. CONDICOES de saude cda popitlacao -- Fortes e corados. CONTABILIDADE--Nao ha. CRIACAO do municipio--Criam bovideos,. equideos, ovideos, suideos, ctc., sendo os bovideos c equideos os mais importantes. De bovideos.--Comnuns. De equideos -Conmuns. De ovideos - Communs. J De suideos -Communs. Os salarios sao pagos e os contractos cumpridos. morros e serrotes, batidos pelo vento; sao argillosas em.toda a partes baixas e humidas. Ha poucas terras planas e nuitas pedre- mattas-virgens, muitas capoeiras e alguns cerrados, carrascaes e campos. Precos-Um hectare de terra boa custa no sertao 160$000 c na serra, 400$000, ha porem precos bem inferiores.",Q transporte em carros ou tropas custa 66 réis por kilo; as cargas sao em geral de oito arrobas.
S. Joao de Uruburetama,A taxaéde1ao mez.,"$YSTEMA de trabalho do pessoal agricola-Salarios, diario ou mensal, e empreitadas. cscrivao de fazenda ; carpinteiro, 4$000, por d:a ; cozinheiro, 10$000 mensaes e lavadeira, Io réis por peca. Os salarios sao pagos regularnmente.",".-Qualidades-Encoutram-se terras böas, nas serras frescas c nos brejos, nos vales dc Angelim e do Mundaliu; regulares, nas serras seccas e nas catingas; inferiores, en pequena quantidade. Argiliosas e arenosas,nas serras eno sertao; sao misturadas as pretas do valle do Angelim ; planas as da zona do sertao; as montanhosas occupan toda a parte da serra do Uruburetama; grande parte da zona do sertac: é pedregosa; nao ha terras pantanosas. A vegetacao é rcpresentada por pouca matta virgem, capoeiras, alguns. cerrados e carrascaes. Nao ha catinpos. Precos--Um hectare de terra boa custa 200$000,havendo pre;os beminferiores.",O litro de cereal paga 6 réis por transporte.
S. Matheus,18% ao anno.,,"AGRICULTORES-Condices economicas, bem precarias, 1$000;de caprino ou ovideo,20o réis. A maior queixa - Os criadores queixam-se do carrapato, da morrinha xam-se da falta de chuvas, de bracos, das formigas e lagartas. Estrangeiros-Nao ha. Bravas, Cangaty e $. Pedro; todos temporarios; nao ha lagoas. ARVORES fructiferas-Atciras, goiabeiras, mangueiras, bananeiras, laran- jeiras, cajueiros. etc.; a ata e a manga sao as melhores fructas. ALIMENTACAO da populacao -E' boa, consistindo em carnes, leite, queijo, legumes, peixe, cacas.e fructas. CAMPOS e pastos - Capins imimoso, panasco, agreste c o pé de gallinha, etc. CULTURAS -Cultivan fumo, algodao, milho, feijao, arroz, canna de assucar, mandioca,amendoin etc.A principal cultura é a do fumo. COLHEITAS- A canna é transformada en rapadura, principalmente, havendo para isso 35 engenhos; o algodao é lescarocado por machinas de traccao animal a mandioca é reduzida a farinha para cujo fabrico ha 6o aviamentos ot apparelhos, ben prinitivos ainda; os cereaes sao beneficiados a mao e por essa fórna vendidos. As colheitas de Igio e 1gi,foram quasi asmesmas,sendo:rapadura,4.ooo cargas, vendidas a 15$000 cada carga; algodao, 250.000 arrobas, em caroco,a 2$000 a arrobafumo.Soo.ooo arrobas,cm corda,a 10$000; milho, 40.00o alqueires, de 32o litros o alqueire, vendido a 12$000; feija0, 10.000 alqueires, a 30$000 ; arroz, 15.000 alqueires, a 20$000; 200 arrobas de céra de. carnauba, a 15$000 a arroba; 2.000 couros de boi, a 7$000; 5.0oo pelles de cabras e ovellas, a 1$500; 1.000 arrobas de queijo, a 10$000; 5.00o duzias de taboas dle cedro, a 10$00; 50o cevados, a 20$000; 1.00o cabecas de vaccuns, a 60$000; 100 burros, a 200$000; 100 cavallos, a 60$000; 50 jumentos, a 30$000; 500 cabecas de ovideos, a 5$000. Nao la cultura de café. CEREAES. ctc.-Approximadamente o custo de produccao de cereaes.é de: 28 réis para o litro de arroz, 1o réis para o. litro de milho e 34 réis para o de feijao; o preco de venda é: arroz, 10o réis o litro; milho, 8o réis; feijao, Ioo réis. Os mercados conpradores sao: aos domingos. CANNA de assucar --Seus productos - Um kilo de assucar custa 1$000;.uma COOPERATIVAS-Nao ha. CHUAS-- Comecam cm Janeiro. CONDICOE$ de saude da populacao -Sao fortes e corados. CONTABILIDADE-Nao ha escripturacao. CRIACAO do municipio- Criam bovideos, equideos, suideos e ovideos, sendo mais importante a de bovideos. De bovideos -Communs. De equideos -Communs. De ovideos-Communs. De suideos -Communs. Productos--Carnes, couros, crias, leite e queijos ; todos tém boa procura. Custo dos animaes--Cavallo de sella, 300$000 e mais; de carga, 80$000;burro de sella,300$000;de carga,200$000; um jumento, 30$000; nao ha aninal de arado; boi de carro, 100$00; de corte, 60$000; touro, 40$000; vacca leiteira, produzindo em média diaria dois litros de leite,100$000;o litro de leite,240 réis. Carnes e toucinho-Um kilo dc carne de vacca, 8oo réis; de porco, 50o réis; de carneiro, 60o réis; de toucinho, 1$000. Manteiga e queijo-Um litro de manteiga liquida custa 1$500; um lilo dle queijo, 1$000. 1J Aves -Uma gallinha custa 8oo réis; uma duzia de ovos. 24o réis. Molestias - Os animaes aqui soffrem das seguintes molestias: catarrho nasal, plan, mofo, e óuas. Nenhum meio é empregado contra_ellas. CUSTO dos tecidos-O metro de tecidos communs, ordinarios, de qualquer procedencia custa de 70o a g0o réis. ESTRADAS e pontes- Nao ha estradas de ferro nem de rodagem, propria- mente ditas, porém, caninhos mal conservados, c arenosos e pedregosos em alguns pontos. Nao ha pontes. EXPORTACAO e importacao - Exporta : algodao, funo, cereaes, queijo, gado, couro. pelles, céra de carnatba,.madeiras, com especialidade o cedro; inporta: tecidos, molhados, assucar, café, farinha, rapadura, sal e aguardente. ESCOLAS -- Ha tres escolas, publicas, primarias. FABRICAS-Nao ha. HYPOTHECAS-Ha_poucas. HABITACOES.--Sao salubres. INSTRUMENTOS agricolas -- Enxadas, machados e foices. JUROS-18aoanno. MADEIRAS de lei - Cedro, pao d'arco, aroeira, pao d'olco e balsamo. M0LE$T1AS da populacao -- Conmuns. E pragas das plantas cultivadas-Formigas,lagartas e mosquito roxo no funo; nada empregam contra ellas. NUCLEOS coloniaes--Nao ha. OPEROSIDADE da populacao - Laboriosa. PADROES de terra boa -Cedro, aroeira c oleo. De terra inferior -- Jurema, arapivaca e marmelleiro. PORTOS--Naoha. SEMENTES--Nao escolhen. primeiras chuvas. os contractos_cumpridos. Ha tambem terras misturadas em varios pontos; sao planas em tacao é representada pelas mattas da regiao cntre os rios Jaguaribe c o rio Roxo e tambem cm Oreré, pelas muitas capoeiras, carrascaes e_alguns campos. Precos-Custa um hectare de terra böa 500$000 havendo precos beu inferiore:.","Para o mercado local pagam por litro de milho ou feijao, seis reis;de arroz.I+réis.Para Iguati,na estrada de ferro de Baturité. pagam $500 por carga de 12o litros de cereaes, oito arrobas de algodao ou tres de fumo."
S. Pedro do Crato,A taxaé de um a um e meio por cento ao mez.,"Um trabalhador rural ganha Soo réis a 1$000 diarios; cozinheiro nao ha, as donas de casa fazem esse servico; lavadeira, 3$000 por mez e por pessoa; carpinteiro, 2$500 a 4$000 diarios; nao ha admi- nistradores nem escrivaes de fazenda. Os salarios sao pagos c os","Qualidades - As terras do municipio sao na maioria boas e regu lares; ha argillosas c misturadas. Sao mais montanhosas do que planas. A vegetaqao é representada por muitas.capoeiras, carrascaes e aiguns campos e nuattas virgens. Precos - Um hectare de terra boa, 40$000 a 50$000. réis, mais ou menos, por litro e por legua.","Para o mercado local pagam por litro de milho ou feijão, seis réis; de arroz, I4 réis. Para Iguatú, na estrada de ferro de Baturité, pagam 2$5c0 por carga de 120 litros de cereaes, oito arrobas de algodão ou tres de fumo"
Senador Pompéo,Nao ha emprestimos.,"SYSTEMA de trabalho do pessoal agricola-A salario diario, mensal empreitada. liquida.Todos muito procurados. Custo dos animaes-- Cavallo de sella, de 200$000 a 600$000 e mais; de carga, de 50$000 a 60$000; burro de sella, de 300$000 a 600$000; de carga, de 150$000 a 200$000 ; boi carreiro, de 120$000 a 150$000; de corte, de 70$000 a &0$000; touro, commum, 60$000; de raca, 100$000; nao ha aninaes de arado; vacca leiteira, produzindo em média dois a quatro litros de leite, diarios, de 150$000 a 200$000; o litro de leite,de 150 a240 réis. Carnes e toucinho -- O kilo de carne de vacca custa 7oo réis ; secca ao sol, 8oo réis; de porco cu carneiro, 6oo réis o de toucinho,1$200. Manteiga e queijo-Uma garrafa de manteiga .(liquida) custa, de 70o réis a 1$000; o queijo de coalho, ou prensa, 1$000; o kilo de manteiga custa,1$500. Aves-Uma gallinha custa 8oo réis a 1$000; una duzia de ovos,40o réis. Molestias - Carbunculo symptomatico ou quarto inchado, mal triste. Ccntra estas molestias empregam purgativos e creolina. CUSTO dos tecidos-Os tecidos de algodao nacional, sao vendidos a 6oo réis o metro. ESTRADAS e pontes-Atravessa o municipio a Estrada de Ferro Baturité. Ha bons caminhos, embora sejam accidentados. EXPORTACAO e importacao--Expcrta algodao, chapéos de palha, cereaes, gado c farinha. Importa tecidos, café, kerozene, calcados, ferragens,etc. EsCOLAS -- Ha duas primarias, uma para cada sexo. FABRICAS-Ha uma fabrica a vapor de sabao, a qual tambem beneficia as sementes dc algodao, mamoneira, etc. FARINHA de mandioca e feijao--Um litro de farinha de mandioca custa 16o réis;de feijao,50 réis. HYPOTHECAS-Nao ha. HABITACOES--Salubres. INSTRUMENTOS agricolas - Enxadas, foices, machados, cavadeiras, alvioes,etc. JUROS-- Sao rarissimas as transacccs de juros.; e quando as fazen é a razao de 2 a 3 °° ao mez. MADEIRAS de lei -.Aroeira, pao d'arco, frejoeiro, camatu, etc. MINAS--Naoha. MOLESTIAS da populacao-Communs. E pragas das piantas cultivadas - Formiga saüva. Lagartas de diversas especies atacam o algddao,o milho e outros cereaes. A mudanca de tempo do sécco para o chuvoso ou vice-versa, diminue o numcro e os estragos destas pragas. Nao empregam meios de combatel-as. NUCLEOS coloniacs--Nao ha. OPEROSIDADE da populacao -E' laboriosa. cumarit e outros. De terras inferiores --- Catingueira, marmcleiro, etc. PORTOS-Naoha. no geral nao escolhem. lavadeiras ganham 10$000 mensaes; os carpinteiros s6 trabalham Os salarios sao pagos e os contractos cumpridos. valles dos rios c dos terrenos de alluviao c alagadicos. Argillosas no geral. Os terrenos ora planos, ora montanhosos sao frequentemente pedregoscs. Nao. existem mattas virgens, hamuitas capoeiras, alguns cerrados, carrascaes e campos. Precos-Uma braca de frente por meia legua de fundo custa,de 1$000 a 3$000. para fora, em tropa, 6 réis por kilo, c por legua, e na Estrada de Ferro de Baturité, 273 réis por kilo.",Qualidades — As,
